Name;Age;Nationality;CC;Overall;Value (EUR);Wage per week (EUR);Preferred Foot;Position;Field
R. Guerreiro;24;Portugal;PRT;81;24000000;54000;Left;LM;Midfield
M. Sabitzer;24;Austria;AUT;81;22500000;54000;Right;LM;Midfield
F. Muslera;32;Uruguay;URY;81;10000000;52000;Right;GK;Defense
M. Akanji;22;Switzerland;CHE;81;21000000;49000;Right;LCB;Defense
S. Zaza;27;Italy;ITA;81;21000000;48000;Left;RS;Attack
D. Wass;29;Denmark;DNK;81;17000000;46000;Right;RB;Defense
C. Bacca;31;Colombia;COL;81;16000000;45000;Right;LS;Attack
L. Stindl;29;Germany;DEU;81;18000000;43000;Right;CF;Attack
K. Vogt;26;Germany;DEU;81;17500000;42000;Right;CB;Defense
J. Iličić;30;Slovenia;SVN;81;17000000;41000;Left;CAM;Midfield
Raffael;33;Brazil;BRA;81;11000000;41000;Right;CF;Attack
A. Plea;25;France;FRA;81;22000000;40000;Right;LW;Attack
T. Hazard;25;Belgium;BEL;81;21500000;40000;Right;RW;Attack
Laure Santeiro;30;Brazil;BRA;81;17000000;40000;Left;CAM;Midfield
F. Quagliarella;35;Italy;ITA;81;8000000;39000;Right;RS;Attack
Pablo Fornals;22;Spain;ESP;81;24000000;36000;Right;CAM;Midfield
M. Nastasić;25;Serbia;SRB;81;18500000;36000;Left;LCB;Defense
T. Strakosha;23;Albania;ALB;81;17000000;36000;Right;GK;Defense
C. Kramer;27;Germany;DEU;81;17000000;35000;Right;CDM;Midfield
Morales;30;Spain;ESP;81;17000000;33000;Right;LS;Attack
Pedro León;31;Spain;ESP;81;15500000;32000;Right;RM;Midfield
Williams;24;Spain;ESP;81;24500000;31000;Right;LW;Attack
Renato Augusto;30;Brazil;BRA;81;16500000;28000;Right;LCM;Midfield
B. Lecomte;27;France;FRA;81;15000000;27000;Left;GK;Defense
D. Tadić;29;Serbia;SRB;81;17500000;26000;Left;LAM;Midfield
Hulk;31;Brazil;BRA;81;15500000;25000;Left;RCM;Midfield
Joaquín;36;Spain;ESP;81;6000000;24000;Right;LS;Attack
S. Kjær;29;Denmark;DNK;81;14000000;23000;Right;RCB;Defense
H. Lozano;22;Mexico;MEX;81;24000000;22000;Right;LS;Attack
H. Herrera;28;Mexico;MEX;81;17500000;20000;Right;CM;Midfield
F. de Jong;21;Netherlands;NLD;81;26000000;19000;Right;LDM;Midfield
E. Salvio;27;Argentina;ARG;81;18500000;19000;Right;RW;Attack
Nani;31;Portugal;PRT;81;15500000;19000;Right;LM;Midfield
J. Corona;25;Mexico;MEX;81;21500000;18000;Right;RM;Midfield
J. Mathieu;34;France;FRA;81;5500000;18000;Left;LCB;Defense
C. Vela;29;Mexico;MEX;81;17500000;15000;Left;RW;Attack
J. Martínez;25;Venezuela;VEN;81;22500000;14000;Right;LS;Attack
Grimaldo;22;Spain;ESP;81;20500000;14000;Left;LB;Defense
F. Smolov;28;Russia;RUS;81;18500000;1000;Right;ST;Attack
Manuel Fernandes;32;Portugal;PRT;81;14000000;1000;Right;LM;Midfield
B. Höwedes;30;Germany;DEU;81;13000000;1000;Right;RCB;Defense
Mariano;24;Dominican Republic;DOM;80;20000000;140000;Right;ST;Attack
André Gomes;24;Portugal;PRT;80;19500000;130000;Right;LDM;Midfield
D. Sturridge;28;England;GBR;80;15500000;125000;Left;ST;Attack
F. Delph;28;England;GBR;80;11500000;120000;Left;LB;Defense
Odriozola;22;Spain;ESP;80;18500000;115000;Right;RB;Defense
A. Lallana;30;England;GBR;80;13500000;110000;Right;CM;Midfield
M. Batshuayi;24;Belgium;BEL;80;19500000;105000;Right;ST;Attack
J. Matip;26;Cameroon;CMR;80;15000000;99000;Right;CB;Defense
G. Cahill;32;England;GBR;80;8500000;99000;Right;CB;Defense
Nacho Monreal;32;Spain;ESP;80;8000000;99000;Left;LB;Defense
Bernard;25;Brazil;BRA;80;17500000;97000;Right;LM;Midfield
S. Coleman;29;Republic of Ireland;IRL;80;11000000;97000;Right;RWB;Defense
L. Shaw;22;England;GBR;80;16500000;96000;Left;LB;Defense
A. Oxlade-Chamberlain;24;England;GBR;80;19500000;94000;Right;CM;Midfield
A. Yarmolenko;28;Ukraine;UKR;80;15000000;92000;Left;RM;Midfield
E. Can;24;Germany;DEU;80;19500000;91000;Right;CM;Midfield
S. Romero;31;Argentina;ARG;80;9000000;91000;Right;GK;Defense
H. Çalhanoğlu;24;Turkey;TUR;80;19500000;89000;Right;CAM;Midfield
M. Keane;25;England;GBR;80;15500000;88000;Right;RCB;Defense
V. Wanyama;27;Kenya;KEN;80;14500000;86000;Right;CDM;Midfield
T. Bakayoko;23;France;FRA;80;17000000;85000;Right;LCM;Midfield
Héctor Bellerín;23;Spain;ESP;80;16500000;85000;Right;RB;Defense
M. Musacchio;27;Argentina;ARG;80;12500000;85000;Right;RCB;Defense
S. Aurier;25;Ivory Coast;CIV;80;15500000;82000;Right;RB;Defense
R. Rodríguez;25;Switzerland;CHE;80;15500000;81000;Left;LB;Defense
F. Balbuena;26;Paraguay;PRY;80;15500000;80000;Right;RCB;Defense
L. Digne;24;France;FRA;80;16000000;79000;Left;LB;Defense
L. Diarra;33;France;FRA;80;6000000;75000;Right;CDM;Midfield
M. Caldara;24;Italy;ITA;80;17500000;73000;Right;CB;Defense
E. Dier;24;England;GBR;80;16500000;73000;Right;CDM;Midfield
G. Lo Celso;22;Argentina;ARG;80;20000000;72000;Left;RCM;Midfield
A. Gignac;32;France;FRA;80;12000000;70000;Right;ST;Attack
M. Škrtel;33;Slovakia;SVK;80;6000000;68000;Right;LCB;Defense
K. Baldé;23;Senegal;SEN;80;20000000;65000;Right;RM;Midfield
Rony Lopes;22;Portugal;PRT;80;20000000;65000;Left;RM;Midfield
R. Pereyra;27;Argentina;ARG;80;15500000;65000;Right;LM;Midfield
S. Defour;30;Belgium;BEL;80;13500000;65000;Right;LCM;Midfield
Marcelo;31;Brazil;BRA;80;10000000;64000;Right;RCB;Defense
M. Vecino;26;Uruguay;URY;80;14500000;63000;Right;LM;Midfield
Maicon;29;Brazil;BRA;80;11500000;63000;Right;CB;Defense
K. Trapp;27;Germany;DEU;80;11500000;61000;Right;GK;Defense
S. Ulreich;29;Germany;DEU;80;10000000;61000;Right;GK;Defense
Rúben Neves;21;Portugal;PRT;80;20500000;59000;Right;LCM;Midfield
Iago Falqué;28;Spain;ESP;80;15000000;59000;Left;RW;Attack
Deulofeu;24;Spain;ESP;80;18500000;56000;Right;RS;Attack
J. Tarkowski;25;England;GBR;80;15500000;56000;Right;RCB;Defense
D. Vida;29;Croatia;HRV;80;11500000;55000;Right;LCB;Defense
M. Badelj;29;Croatia;HRV;80;11500000;53000;Right;CDM;Midfield
Juanfran;33;Spain;ESP;80;5500000;53000;Right;RB;Defense
A. Ljajić;26;Serbia;SRB;80;17500000;52000;Right;CAM;Midfield
H. Aouar;20;France;FRA;80;23500000;51000;Right;LM;Midfield
T. Ndombele;21;France;FRA;80;22500000;51000;Right;CM;Midfield
J. Vestergaard;25;Denmark;DNK;80;14500000;51000;Right;CB;Defense
Camacho;28;Spain;ESP;80;13500000;51000;Right;CDM;Midfield
S. Radu;31;Romania;ROU;80;10000000;51000;Left;LCB;Defense
A. Mirante;34;Italy;ITA;80;6000000;51000;Right;GK;Defense
M. Dahoud;22;Germany;DEU;80;20000000;50000;Right;CM;Midfield
W. Ndidi;21;Nigeria;NGA;80;17000000;50000;Right;LDM;Midfield
N. Nkoulou;28;Cameroon;CMR;80;12000000;50000;Right;CB;Defense
N. Pope;26;England;GBR;80;13000000;48000;Right;GK;Defense
Guaita;31;Spain;ESP;80;9000000;48000;Right;GK;Defense
M. Sanson;23;France;FRA;80;19500000;47000;Right;RDM;Midfield
M. Gómez;32;Germany;DEU;80;12000000;46000;Right;LS;Attack
K. Gameiro;31;France;FRA;80;13500000;45000;Right;ST;Attack
P. Gulácsi;28;Hungary;HUN;80;10500000;45000;Right;GK;Defense
D. Didavi;28;Germany;DEU;80;15000000;44000;Left;CAM;Midfield
M. Uth;26;Germany;DEU;80;17500000;42000;Left;ST;Attack
S. Haller;24;France;FRA;80;19000000;41000;Right;RS;Attack
C. Stuani;31;Uruguay;URY;80;13500000;41000;Right;ST;Attack
Santi Mina;22;Spain;ESP;80;20000000;40000;Right;LS;Attack
P. Kadeřábek;26;Czech Republic;CZE;80;14000000;39000;Right;RWB;Defense
J. Butland;25;England;GBR;80;14000000;39000;Right;GK;Defense
Santi Cazorla;33;Spain;ESP;80;8500000;39000;Right;LCM;Midfield
Bruno;34;Spain;ESP;80;7000000;39000;Left;CM;Midfield
J. Murillo;26;Colombia;COL;80;16000000;38000;Right;LCB;Defense
K. Demirbay;24;Germany;DEU;80;19500000;37000;Left;RCM;Midfield
Portu;26;Spain;ESP;80;17500000;37000;Right;RM;Midfield
N. Schulz;25;Germany;DEU;80;14500000;37000;Left;LWB;Defense
S. Rudy;28;Germany;DEU;80;12000000;37000;Right;CDM;Midfield
L. Perrin;32;France;FRA;80;8500000;37000;Right;RCB;Defense
Dante;34;Brazil;BRA;80;4500000;37000;Left;CB;Defense
Alexandre Pato;28;Brazil;BRA;80;15500000;35000;Right;ST;Attack
Mario Gaspar;27;Spain;ESP;80;12000000;35000;Right;RB;Defense
Sergi Enrich;28;Spain;ESP;80;15500000;34000;Right;RS;Attack
Welington Dano;30;Brazil;BRA;80;10500000;34000;Left;LB;Defense
Everton Andrão;34;Brazil;BRA;80;4500000;34000;Right;CDM;Midfield
B. Pavard;22;France;FRA;80;17500000;33000;Right;RB;Defense
Gayà;23;Spain;ESP;80;16500000;33000;Left;LB;Defense
Susaeta;30;Spain;ESP;80;14000000;33000;Right;RW;Attack
K. Havertz;19;Germany;DEU;80;22000000;32000;Left;CAM;Midfield
Carlos Soler;21;Spain;ESP;80;21000000;31000;Right;RM;Midfield
Muniain;25;Spain;ESP;80;18500000;31000;Right;CAM;Midfield
R. Boudebouz;28;Algeria;DZA;80;15000000;31000;Left;CAM;Midfield
Cristian Tello;26;Spain;ESP;80;16000000;30000;Right;LM;Midfield
Canales;27;Spain;ESP;80;15500000;30000;Left;RCM;Midfield
T. Inui;30;Japan;JPN;80;14000000;30000;Right;LM;Midfield
Raúl García;31;Spain;ESP;80;13000000;30000;Right;CAM;Midfield
Beñat;31;Spain;ESP;80;12500000;30000;Right;LCM;Midfield
Oyarzabal;21;Spain;ESP;80;21000000;29000;Left;CAM;Midfield
Z. Feddal;28;Morocco;MAR;80;12000000;29000;Left;CB;Defense
M. Ginter;24;Germany;DEU;80;15500000;28000;Right;RWB;Defense
Hugo Mallo;27;Spain;ESP;80;13500000;27000;Right;RB;Defense
Antunes;31;Portugal;PRT;80;9500000;27000;Left;LB;Defense
D. Srna;36;Croatia;HRV;80;1700000;27000;Right;RB;Defense
G. Rulli;26;Argentina;ARG;80;14000000;26000;Right;GK;Defense
Moyá;34;Spain;ESP;80;6000000;26000;Right;GK;Defense
M. Gómez;21;Uruguay;URY;80;20500000;25000;Right;ST;Attack
L. Muriel;27;Colombia;COL;80;17500000;24000;Right;ST;Attack
L. de Jong;27;Netherlands;NLD;80;16000000;23000;Right;ST;Attack
Pacheco;26;Spain;ESP;80;13000000;23000;Left;GK;Defense
V. Birsa;31;Slovenia;SVN;80;13000000;23000;Left;CAM;Midfield
D. Blind;28;Netherlands;NLD;80;12000000;22000;Left;LB;Defense
Jesús Navas;32;Spain;ESP;80;11500000;22000;Right;RM;Midfield
F. Armani;31;Argentina;ARG;80;9000000;22000;Right;GK;Defense
D. Criscito;31;Italy;ITA;80;10000000;21000;Left;LCB;Defense
N. Tagliafico;25;Argentina;ARG;80;15000000;20000;Left;LB;Defense
A. Fernández;32;Argentina;ARG;80;11000000;20000;Right;LDM;Midfield
J. Mascherano;34;Argentina;ARG;80;4500000;20000;Right;LDM;Midfield
V. Aboubakar;26;Cameroon;CMR;80;18000000;19000;Right;ST;Attack
M. Marega;27;Mali;MLI;80;16000000;19000;Right;RS;Attack
Raúl;28;Brazil;BRA;80;12000000;19000;Left;CB;Defense
Rafa;25;Portugal;PRT;80;18500000;17000;Right;RW;Attack
T. Vaclík;29;Czech Republic;CZE;80;11500000;17000;Right;GK;Defense
Diego López;36;Spain;ESP;80;2000000;17000;Right;GK;Defense
M. Acuña;26;Argentina;ARG;80;12500000;16000;Left;LB;Defense
J. Zoet;27;Netherlands;NLD;80;12500000;16000;Right;GK;Defense
André Almeida;27;Portugal;PRT;80;12000000;15000;Right;RB;Defense
A. Onana;22;Cameroon;CMR;80;14500000;14000;Right;GK;Defense
W. Rooney;32;England;GBR;80;12000000;13000;Right;ST;Attack
I. Piatti;33;Argentina;ARG;80;9000000;13000;Right;LW;Attack
D. Valeri;32;Argentina;ARG;80;11500000;12000;Right;RF;Attack
M. Almirón;24;Paraguay;PRY;80;19500000;11000;Left;CAM;Midfield
B. Schweinsteiger;33;Germany;DEU;80;6000000;11000;Right;LCB;Defense
Fernando Torres;34;Spain;ESP;80;8000000;10000;Right;LS;Attack
S. Sorrentino;39;Italy;ITA;80;1000000;10000;Right;GK;Defense
T. Stepanenko;28;Ukraine;UKR;80;12000000;1000;Left;RDM;Midfield
Y. Rakitskyi;28;Ukraine;UKR;80;12000000;1000;Left;LCB;Defense
Ismaily;28;Brazil;BRA;80;11500000;1000;Left;LB;Defense
I. Akinfeev;32;Russia;RUS;80;8500000;1000;Right;GK;Defense
I. Denisov;34;Russia;RUS;80;4500000;1000;Right;RDM;Midfield
Denis Suárez;24;Spain;ESP;79;17500000;120000;Right;CM;Midfield
M. Fellaini;30;Belgium;BEL;79;11500000;120000;Right;CM;Midfield
M. Rojo;28;Argentina;ARG;79;10000000;115000;Left;CB;Defense
Marcos Llorente;23;Spain;ESP;79;16000000;110000;Right;CDM;Midfield
D. Drinkwater;28;England;GBR;79;12500000;110000;Right;CM;Midfield
Danilo;26;Brazil;BRA;79;12000000;110000;Right;RB;Defense
P. Jones;26;England;GBR;79;12000000;110000;Right;CB;Defense
A. Young;32;England;GBR;79;7000000;110000;Right;LB;Defense
C. Tosun;27;Turkey;TUR;79;14500000;105000;Right;ST;Attack
T. Walcott;29;England;GBR;79;12500000;105000;Right;RM;Midfield
Kiko Casilla;31;Spain;ESP;79;7500000;105000;Right;GK;Defense
M. van Ginkel;25;Netherlands;NLD;79;14500000;98000;Right;CM;Midfield
D. Zappacosta;26;Italy;ITA;79;12500000;94000;Right;RB;Defense
N. Clyne;27;England;GBR;79;11500000;94000;Right;RB;Defense
S. Lichtsteiner;34;Switzerland;CHE;79;3600000;94000;Right;RB;Defense
M. Schneiderlin;28;France;FRA;79;10000000;92000;Right;CDM;Midfield
V. Lindelöf;23;Sweden;SWE;79;14500000;91000;Right;CB;Defense
J. Hernández;30;Mexico;MEX;79;12000000;90000;Right;ST;Attack
R. Barkley;24;England;GBR;79;16000000;89000;Right;CAM;Midfield
S. Kolašinac;25;Bosnia Herzegovina;MKD;79;13000000;89000;Left;LB;Defense
André Silva;22;Portugal;PRT;79;19000000;84000;Right;ST;Attack
J. Wilshere;26;England;GBR;79;15000000;83000;Left;CM;Midfield
K. Zouma;23;France;FRA;79;14000000;80000;Right;CB;Defense
D. Ospina;29;Colombia;COL;79;8500000;80000;Right;GK;Defense
Richarlison;21;Brazil;BRA;79;18000000;79000;Right;ST;Attack
S. Jovetić;28;Montenegro;MNE;79;13000000;79000;Right;ST;Attack
C. Wilson;26;England;GBR;79;15500000;77000;Right;ST;Attack
S. Mignolet;30;Belgium;BEL;79;8000000;76000;Right;GK;Defense
Adrien Silva;29;Portugal;PRT;79;12000000;75000;Right;CM;Midfield
L. Karius;25;Germany;DEU;79;11500000;71000;Right;GK;Defense
L. Kurzawa;25;France;FRA;79;13000000;68000;Left;LB;Defense
L. Alario;25;Argentina;ARG;79;16000000;67000;Right;ST;Attack
Iborra;30;Spain;ESP;79;9500000;66000;Right;CDM;Midfield
Y. Belhanda;28;Morocco;MAR;79;12500000;65000;Right;CAM;Midfield
S. Feghouli;28;Algeria;DZA;79;12500000;65000;Right;RM;Midfield
K. Asamoah;29;Ghana;GHA;79;9500000;62000;Left;LB;Defense
A. Golovin;22;Russia;RUS;79;17000000;61000;Right;CAM;Midfield
J. Guðmundsson;27;Iceland;ISL;79;13000000;61000;Left;RM;Midfield
D. Sidibé;25;France;FRA;79;12000000;61000;Right;RB;Defense
N. Kalinić;30;Croatia;HRV;79;12000000;60000;Right;ST;Attack
Mário Rui;27;Portugal;PRT;79;11500000;60000;Left;LB;Defense
Rafael;27;Brazil;BRA;79;10500000;60000;Right;RB;Defense
J. Veretout;25;France;FRA;79;16500000;59000;Right;CDM;Midfield
M. Sakho;28;France;FRA;79;11500000;58000;Left;CB;Defense
G. Pizarro;28;Argentina;ARG;79;10000000;58000;Right;LDM;Midfield
B. Mee;28;England;GBR;79;10000000;58000;Left;LCB;Defense
Fernando;30;Brazil;BRA;79;9500000;57000;Right;CDM;Midfield
Mariano;32;Brazil;BRA;79;7000000;57000;Right;RB;Defense
L. Milivojević;27;Serbia;SRB;79;12500000;56000;Right;RCM;Midfield
G. Pezzella;27;Argentina;ARG;79;12500000;56000;Right;RCB;Defense
J. Lerma;23;Colombia;COL;79;14500000;55000;Right;RCM;Midfield
N. Aké;23;Netherlands;NLD;79;14500000;55000;Left;CB;Defense
R. Babel;31;Netherlands;NLD;79;11000000;55000;Right;LM;Midfield
L. Martínez;20;Argentina;ARG;79;18000000;54000;Right;ST;Attack
M. Philipp;24;Germany;DEU;79;17000000;53000;Right;ST;Attack
M. Meyer;22;Germany;DEU;79;16000000;53000;Right;LM;Midfield
R. Bertrand;28;England;GBR;79;10000000;53000;Left;LB;Defense
A. Begović;31;Bosnia Herzegovina;MKD;79;7500000;52000;Right;GK;Defense
D. Demme;26;Germany;DEU;79;12000000;50000;Right;CDM;Midfield
D. Baselli;26;Italy;ITA;79;15500000;49000;Right;CDM;Midfield
M. Elyounoussi;23;Norway;NOR;79;17500000;48000;Right;LM;Midfield
Bruma;23;Portugal;PRT;79;16500000;48000;Right;LW;Attack
W. Orban;25;Hungary;HUN;79;13000000;48000;Right;RCB;Defense
O. Karnezis;32;Greece;GRC;79;7000000;48000;Right;GK;Defense
Fabricio;30;Spain;ESP;79;8000000;47000;Right;GK;Defense
J. Guilavogui;27;France;FRA;79;12000000;46000;Right;CDM;Midfield
J. Hart;31;England;GBR;79;7500000;45000;Right;GK;Defense
T. Heaton;32;England;GBR;79;7000000;45000;Right;GK;Defense
J. Brooks;25;United States;USA;79;14000000;44000;Left;LCB;Defense
J. Roussillon;25;France;FRA;79;14000000;44000;Left;LB;Defense
Souza;29;Brazil;BRA;79;10000000;44000;Right;CDM;Midfield
A. Diallo;22;France;FRA;79;15000000;43000;Left;LCB;Defense
L. Tousart;21;France;FRA;79;14500000;43000;Right;RDM;Midfield
J. Weigl;22;Germany;DEU;79;14500000;43000;Right;CDM;Midfield
Jonny;24;Spain;ESP;79;13500000;43000;Right;LWB;Defense
G. Ramírez;27;Uruguay;URY;79;13000000;41000;Left;CAM;Midfield
Y. Konoplyanka;28;Ukraine;UKR;79;12500000;41000;Right;LW;Attack
M. Ryan;26;Australia;AUS;79;10500000;41000;Right;GK;Defense
B. Yılmaz;32;Turkey;TUR;79;10000000;41000;Right;ST;Attack
M. Hitz;30;Switzerland;CHE;79;8000000;41000;Right;GK;Defense
A. Rebić;24;Croatia;HRV;79;16000000;39000;Right;CAM;Midfield
B. Hübner;28;Germany;DEU;79;10000000;39000;Left;CB;Defense
K. Toko-Ekambi;25;Cameroon;CMR;79;15000000;38000;Right;LS;Attack
H. Ben Arfa;31;France;FRA;79;11000000;38000;Left;CAM;Midfield
Maikel Catarino;34;Brazil;BRA;79;3600000;38000;Right;RB;Defense
Granell;29;Spain;ESP;79;12000000;37000;Left;LWB;Defense
D. Abraham;31;Argentina;ARG;79;8500000;37000;Right;CB;Defense
F. Coquelin;27;France;FRA;79;12000000;36000;Right;LCM;Midfield
Y. M'Vila;28;France;FRA;79;11500000;36000;Right;LDM;Midfield
L. Bittencourt;24;Germany;DEU;79;16000000;35000;Right;LM;Midfield
Borja García;27;Spain;ESP;79;13000000;35000;Right;LM;Midfield
N. Petersen;29;Germany;DEU;79;12500000;35000;Right;RS;Attack
I. Traoré;30;Guinea;GIN;79;12000000;34000;Left;RM;Midfield
S. Kalou;32;Ivory Coast;CIV;79;10000000;34000;Right;LM;Midfield
Jaume Costa;30;Spain;ESP;79;9000000;34000;Left;LB;Defense
E. Adebayor;34;Togo;TGO;79;6500000;34000;Right;ST;Attack
B. Stambouli;27;France;FRA;79;10500000;33000;Right;RCB;Defense
D. Caligiuri;30;Italy;ITA;79;9000000;33000;Right;RWB;Defense
J. Hofmann;25;Germany;DEU;79;15000000;32000;Right;CAM;Midfield
D. Klaassen;25;Netherlands;NLD;79;15000000;32000;Right;LCM;Midfield
Roger;27;Spain;ESP;79;14500000;32000;Right;RS;Attack
D. Benedetto;28;Argentina;ARG;79;13000000;32000;Right;ST;Attack
Kike García;28;Spain;ESP;79;13000000;32000;Right;ST;Attack
Sergio León;29;Spain;ESP;79;12500000;32000;Right;ST;Attack
David López;28;Spain;ESP;79;10000000;32000;Right;RCB;Defense
R. Zieler;29;Germany;DEU;79;10000000;32000;Right;GK;Defense
N. Şahin;29;Turkey;TUR;79;10000000;32000;Left;CDM;Midfield
A. Saint-Maximin;21;France;FRA;79;18000000;31000;Right;RS;Attack
Ibai Gómez;28;Spain;ESP;79;12500000;31000;Right;RM;Midfield
I. Marcone;28;Argentina;ARG;79;11500000;31000;Right;RDM;Midfield
Ángel;31;Spain;ESP;79;11500000;31000;Right;ST;Attack
Charles;34;Brazil;BRA;79;6500000;31000;Right;LS;Attack
Alex Teixeira;28;Brazil;BRA;79;13000000;30000;Right;LS;Attack
Antônio Chiamuloira;30;Brazil;BRA;79;9500000;30000;Left;CB;Defense
A. Masiello;32;Italy;ITA;79;7000000;30000;Right;CB;Defense
Sergi Darder;24;Spain;ESP;79;16000000;29000;Right;RCM;Midfield
Eder;31;Italy;ITA;79;11500000;29000;Right;RS;Attack
Campaña;25;Spain;ESP;79;15500000;28000;Right;CDM;Midfield
J. Gouweleeuw;26;Netherlands;NLD;79;12000000;28000;Right;RCB;Defense
D. Baier;34;Germany;DEU;79;3800000;28000;Right;CDM;Midfield
A. Harit;21;Morocco;MAR;79;18000000;27000;Right;LCM;Midfield
C. Pavón;22;Argentina;ARG;79;17500000;27000;Right;RW;Attack
A. Sanabria;22;Paraguay;PRY;79;17500000;27000;Right;ST;Attack
M. Gregoritsch;24;Austria;AUT;79;16000000;27000;Left;CAM;Midfield
H. Vanaken;25;Belgium;BEL;79;15500000;27000;Right;CAM;Midfield
Sidnei;28;Brazil;BRA;79;11500000;27000;Right;LCB;Defense
De Marcos;29;Spain;ESP;79;9500000;27000;Right;RB;Defense
C. Pulisic;19;United States;USA;79;18000000;26000;Right;RM;Midfield
J. Gbamin;22;Ivory Coast;CIV;79;14500000;26000;Right;RCM;Midfield
K. Rekik;23;Netherlands;NLD;79;14000000;26000;Left;CB;Defense
A. Mandi;26;Algeria;DZA;79;13000000;26000;Right;RCB;Defense
Luimo Boas Santos;30;Brazil;BRA;79;12000000;26000;Right;ST;Attack
Iñigo Martínez;27;Spain;ESP;79;12000000;26000;Left;LCB;Defense
J. Hector;28;Germany;DEU;79;10000000;26000;Left;LWB;Defense
R. Centurión;25;Argentina;ARG;79;15500000;25000;Right;RM;Midfield
Ricardo Goulart;27;Brazil;BRA;79;14500000;25000;Right;CF;Attack
Elkeson;28;Brazil;BRA;79;13000000;25000;Right;ST;Attack
R. Adler;33;Germany;DEU;79;6500000;25000;Right;GK;Defense
F. Kessié;21;Ivory Coast;CIV;79;19500000;24000;Right;CM;Midfield
Gabri Prestão;26;Brazil;BRA;79;9000000;24000;Right;GK;Defense
C. Tătăruşanu;32;Romania;ROU;79;7000000;23000;Right;GK;Defense
E. Belözoğlu;37;Turkey;TUR;79;4000000;23000;Left;CM;Midfield
E. Lavezzi;33;Argentina;ARG;79;8000000;22000;Right;CAM;Midfield
L. López;35;Argentina;ARG;79;6000000;22000;Right;LS;Attack
Nolito;31;Spain;ESP;79;11000000;21000;Right;LM;Midfield
M. Dmitrović;26;Serbia;SRB;79;10000000;21000;Left;GK;Defense
M. Campaña;29;Uruguay;URY;79;10000000;21000;Right;GK;Defense
S. Berghuis;26;Netherlands;NLD;79;15000000;20000;Left;RW;Attack
Roque Mesa;29;Spain;ESP;79;10000000;20000;Right;CDM;Midfield
Escudero;28;Spain;ESP;79;10000000;20000;Left;LM;Midfield
Melvin Parrela;30;Brazil;BRA;79;9500000;20000;Right;LCM;Midfield
G. Mercado;31;Argentina;ARG;79;8500000;19000;Right;RCB;Defense
David Neres;21;Brazil;BRA;79;18000000;18000;Left;RW;Attack
S. Bergwijn;20;Netherlands;NLD;79;18000000;17000;Right;LW;Attack
Sérgio Oliveira;26;Portugal;PRT;79;15500000;17000;Right;CM;Midfield
R. Battaglia;26;Argentina;ARG;79;14500000;17000;Right;CM;Midfield
Ricardo Horta;23;Portugal;PRT;79;17000000;16000;Right;LM;Midfield
Otávio;23;Brazil;BRA;79;17500000;15000;Right;RM;Midfield
F. Cervi;24;Argentina;ARG;79;17000000;15000;Left;LW;Attack
Raphinha;21;Brazil;BRA;79;18000000;13000;Left;RM;Midfield
Sergio Rico;24;Spain;ESP;79;11500000;13000;Right;GK;Defense
Rúben Dias;21;Portugal;PRT;79;15000000;10000;Right;RCB;Defense
V. Tsygankov;20;Ukraine;UKR;79;18000000;1000;Left;RM;Midfield
B. Verbič;24;Slovenia;SVN;79;15500000;1000;Right;LM;Midfield
R. Zobnin;24;Russia;RUS;79;15000000;1000;Right;LDM;Midfield
Zé Luís;27;Cape Verde;CPV;79;14500000;1000;Left;ST;Attack
A. Dzagoev;28;Russia;RUS;79;12500000;1000;Right;RDM;Midfield
J. Farfán;33;Peru;PER;79;7500000;1000;Right;CAM;Midfield
P. Wernbloom;32;Sweden;SWE;79;7000000;1000;Right;CDM;Midfield
V. Moses;27;Nigeria;NGA;78;11000000;105000;Right;RW;Attack
Andreas Pereira;22;Brazil;BRA;78;14000000;91000;Right;CM;Midfield
Lucas Pérez;29;Spain;ESP;78;10500000;85000;Left;ST;Attack
A. Iwobi;22;Nigeria;NGA;78;14000000;81000;Right;LM;Midfield
Vallejo;21;Spain;ESP;78;13500000;81000;Right;CB;Defense
M. De Sciglio;25;Italy;ITA;78;10500000;78000;Right;RB;Defense
D. Laxalt;25;Uruguay;URY;78;12500000;76000;Left;LB;Defense
Y. Mina;23;Colombia;COL;78;12500000;68000;Right;LCB;Defense
N. Chadli;28;Belgium;BEL;78;10500000;66000;Right;LM;Midfield
G. Defrel;27;France;FRA;78;11000000;64000;Left;LS;Attack
J. Gomez;21;England;GBR;78;14500000;61000;Right;CB;Defense
